cartridge,bullet_diameter,bullet_brand,bullet_type,bullet_weight,powder_type,burn_rate_index,charge_weight,velocity_fps,barrel_length,data_source,primer,twist_rate,coal
308_win,0.308,lapua,lockbase_b476,170.00,vihtavuori_n150,124,45.5,2734,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,lockbase_b476,170.00,vihtavuori_n550,129,48.5,2772,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,naturalis_lr,170.00,vihtavuori_n140,112,43.8,2707,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,naturalis_lr,170.00,vihtavuori_n150,124,44.6,2674,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,naturalis_lr,170.00,vihtavuori_n550,129,48.3,2733,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,naturalis_n558,170.00,vihtavuori_n140,112,42.0,2615,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,naturalis_n558,170.00,vihtavuori_n540,117,44.1,2703,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,naturalis_n558,170.00,vihtavuori_n150,124,42.7,2635,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,naturalis_n558,170.00,vihtavuori_n550,129,45.8,2621,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,eld_vt,174.00,vihtavuori_n130,84,36.0,2441,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,hornady,eld_vt,174.00,vihtavuori_n133,89,38.7,2490,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,hornady,eld_vt,174.00,vihtavuori_n135,102,40.3,2533,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,hornady,eld_vt,174.00,vihtavuori_n140,112,43.4,2589,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,hornady,eld_vt,174.00,vihtavuori_n540,117,43.2,2648,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,hornady,eld_vt,174.00,vihtavuori_n150,124,43.5,2579,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,hornady,eld_vt,174.00,vihtavuori_n550,129,47.7,2687,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,sierra,hpbt,174.00,vihtavuori_n133,89,37.5,2480,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,sierra,hpbt,174.00,vihtavuori_n135,102,38.9,2510,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,sierra,hpbt,174.00,vihtavuori_n140,112,41.7,2569,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,sierra,hpbt,174.00,vihtavuori_n540,117,42.1,2608,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,sierra,hpbt,174.00,vihtavuori_n150,124,42.3,2592,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,sierra,hpbt,174.00,vihtavuori_n550,129,45.2,2648,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,lrx_bt,175.00,vihtavuori_n133,89,37.7,2415,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,lrx_bt,175.00,vihtavuori_n135,102,40.1,2474,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,lrx_bt,175.00,vihtavuori_n140,112,43.2,2526,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,lrx_bt,175.00,vihtavuori_n540,117,45.2,2605,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,lrx_bt,175.00,vihtavuori_n150,124,43.7,2539,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,lrx_bt,175.00,vihtavuori_n550,129,47.7,2631,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,long_range_bt_target,175.00,vihtavuori_n130,84,36.0,2428,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,long_range_bt_target,175.00,vihtavuori_n133,89,38.9,2477,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,long_range_bt_target,175.00,vihtavuori_n135,102,40.6,2516,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,long_range_bt_target,175.00,vihtavuori_n140,112,43.5,2579,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,long_range_bt_target,175.00,vihtavuori_n540,117,44.3,2638,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,long_range_bt_target,175.00,vihtavuori_n150,124,44.1,2585,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,long_range_bt_target,175.00,vihtavuori_n550,129,48.3,2667,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,otm_tactical,175.00,vihtavuori_n130,84,34.9,2431,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,otm_tactical,175.00,vihtavuori_n133,89,37.3,2477,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,otm_tactical,175.00,vihtavuori_n530,100,38.6,2533,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,otm_tactical,175.00,vihtavuori_n135,102,39.0,2510,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,otm_tactical,175.00,vihtavuori_n140,112,41.8,2559,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,otm_tactical,175.00,vihtavuori_n540,117,42.9,2628,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,otm_tactical,175.00,vihtavuori_n150,124,42.3,2582,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,otm_tactical,175.00,vihtavuori_n550,129,45.4,2641,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,vld_hunting,175.00,vihtavuori_n130,84,36.1,2411,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,vld_hunting,175.00,vihtavuori_n133,89,38.9,2470,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,vld_hunting,175.00,vihtavuori_n135,102,40.3,2497,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,vld_hunting,175.00,vihtavuori_n140,112,43.4,2566,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,vld_hunting,175.00,vihtavuori_n540,117,44.1,2625,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,vld_hunting,175.00,vihtavuori_n150,124,44.1,2582,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,berger,vld_hunting,175.00,vihtavuori_n550,129,48.5,2671,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,lapua,maxrange_target_gb581,175.00,vihtavuori_n135,102,39.5,2533,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,maxrange_target_gb581,175.00,vihtavuori_n140,112,42.9,2598,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,maxrange_target_gb581,175.00,vihtavuori_n540,117,42.7,2631,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,maxrange_target_gb581,175.00,vihtavuori_n150,124,42.9,2598,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,maxrange_target_gb581,175.00,vihtavuori_n550,129,46.5,2674,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,otm_scenar_l,175.00,vihtavuori_n135,102,38.6,2579,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,otm_scenar_l,175.00,vihtavuori_n140,112,41.4,2635,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,otm_scenar_l,175.00,vihtavuori_n540,117,42.4,2697,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,otm_scenar_l,175.00,vihtavuori_n150,124,42.1,2638,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,a_tip_match,176.00,vihtavuori_n135,102,39.8,2507,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,a_tip_match,176.00,vihtavuori_n140,112,43.2,2566,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,a_tip_match,176.00,vihtavuori_n540,117,44.1,2631,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,a_tip_match,176.00,vihtavuori_n150,124,43.5,2598,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,a_tip_match,176.00,vihtavuori_n550,129,47.2,2651,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,eld_match,178.00,vihtavuori_n130,84,36.1,2441,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,eld_match,178.00,vihtavuori_n133,89,38.7,2484,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,eld_match,178.00,vihtavuori_n135,102,40.1,2510,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,eld_match,178.00,vihtavuori_n140,112,43.2,2566,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,eld_match,178.00,vihtavuori_n540,117,43.7,2602,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,eld_match,178.00,vihtavuori_n150,124,44.1,2592,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,eld_match,178.00,vihtavuori_n550,129,47.1,2641,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,ttsx_bt,180.00,vihtavuori_n135,102,36.7,2333,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,ttsx_bt,180.00,vihtavuori_n140,112,40.7,2415,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,ttsx_bt,180.00,vihtavuori_n540,117,40.7,2454,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,ttsx_bt,180.00,vihtavuori_n150,124,40.6,2421,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,ttsx_bt,180.00,vihtavuori_n550,129,43.4,2464,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,xfb,180.00,vihtavuori_n540,117,39.3,2346,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,barnes,xfb,180.00,vihtavuori_n550,129,42.4,2408,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,elite_hunter,180.00,vihtavuori_n135,102,39.0,2448,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,elite_hunter,180.00,vihtavuori_n140,112,41.1,2487,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,elite_hunter,180.00,vihtavuori_n540,117,42.1,2549,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,elite_hunter,180.00,vihtavuori_n150,124,41.7,2493,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,elite_hunter,180.00,vihtavuori_n550,129,44.8,2575,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,cx,180.00,vihtavuori_n135,102,33.0,2165,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,cx,180.00,vihtavuori_n140,112,38.7,2329,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,cx,180.00,vihtavuori_n540,117,40.1,2421,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,cx,180.00,vihtavuori_n150,124,39.2,2346,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,cx,180.00,vihtavuori_n550,129,43.5,2480,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,interlock_btsp,180.00,vihtavuori_n135,102,39.8,2467,24.000,vihtavuori,large_rifle_generic,12.000,2.740
308_win,0.308,hornady,interlock_btsp,180.00,vihtavuori_n140,112,42.9,2539,24.000,vihtavuori,large_rifle_generic,12.000,2.740
308_win,0.308,hornady,interlock_btsp,180.00,vihtavuori_n540,117,43.5,2585,24.000,vihtavuori,large_rifle_generic,12.000,2.740
308_win,0.308,hornady,interlock_btsp,180.00,vihtavuori_n150,124,43.2,2552,24.000,vihtavuori,large_rifle_generic,12.000,2.740
308_win,0.308,hornady,interlock_btsp,180.00,vihtavuori_n550,129,47.5,2641,24.000,vihtavuori,large_rifle_generic,12.000,2.740
308_win,0.308,norma,oryx,180.00,vihtavuori_n530,100,36.7,2441,24.000,vihtavuori,large_rifle_generic,12.000,2.709
308_win,0.308,norma,oryx,180.00,vihtavuori_n135,102,37.0,2418,24.000,vihtavuori,large_rifle_generic,12.000,2.709
308_win,0.308,norma,oryx,180.00,vihtavuori_n140,112,41.1,2493,24.000,vihtavuori,large_rifle_generic,12.000,2.709
308_win,0.308,norma,oryx,180.00,vihtavuori_n540,117,41.1,2526,24.000,vihtavuori,large_rifle_generic,12.000,2.709
308_win,0.308,norma,oryx,180.00,vihtavuori_n150,124,41.4,2507,24.000,vihtavuori,large_rifle_generic,12.000,2.709
308_win,0.308,norma,oryx,180.00,vihtavuori_n550,129,43.4,2539,24.000,vihtavuori,large_rifle_generic,12.000,2.709
308_win,0.308,rws,hmk,180.00,vihtavuori_n140,112,41.4,2474,24.000,vihtavuori,large_rifle_generic,12.000,2.661
308_win,0.308,rws,hmk,180.00,vihtavuori_n540,117,42.4,2533,24.000,vihtavuori,large_rifle_generic,12.000,2.661
308_win,0.308,rws,hmk,180.00,vihtavuori_n150,124,42.1,2493,24.000,vihtavuori,large_rifle_generic,12.000,2.661
308_win,0.308,rws,hmk,180.00,vihtavuori_n550,129,46.9,2585,24.000,vihtavuori,large_rifle_generic,12.000,2.661
308_win,0.308,rws,uni_classic,180.00,vihtavuori_n140,112,41.5,2470,24.000,vihtavuori,large_rifle_generic,12.000,2.646
308_win,0.308,rws,uni_classic,180.00,vihtavuori_n540,117,41.7,2497,24.000,vihtavuori,large_rifle_generic,12.000,2.646
308_win,0.308,rws,uni_classic,180.00,vihtavuori_n150,124,42.1,2487,24.000,vihtavuori,large_rifle_generic,12.000,2.646
308_win,0.308,rws,uni_classic,180.00,vihtavuori_n550,129,46.0,2552,24.000,vihtavuori,large_rifle_generic,12.000,2.646
308_win,0.308,brenneke,tug,181.00,vihtavuori_n135,102,38.4,2402,24.000,vihtavuori,large_rifle_generic,12.000,2.701
308_win,0.308,brenneke,tug,181.00,vihtavuori_n140,112,42.4,2477,24.000,vihtavuori,large_rifle_generic,12.000,2.701
308_win,0.308,brenneke,tug,181.00,vihtavuori_n540,117,42.9,2549,24.000,vihtavuori,large_rifle_generic,12.000,2.701
308_win,0.308,brenneke,tug,181.00,vihtavuori_n150,124,42.3,2500,24.000,vihtavuori,large_rifle_generic,12.000,2.701
308_win,0.308,brenneke,tug,181.00,vihtavuori_n550,129,46.3,2582,24.000,vihtavuori,large_rifle_generic,12.000,2.701
308_win,0.308,berger,hybrid_target,185.00,vihtavuori_n540,117,40.4,2484,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,hybrid_target,185.00,vihtavuori_n150,124,40.6,2421,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,juggernaut_target,185.00,vihtavuori_n140,112,40.3,2395,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,juggernaut_target,185.00,vihtavuori_n540,117,41.1,2487,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,juggernaut_target,185.00,vihtavuori_n150,124,40.6,2408,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,juggernaut_target,185.00,vihtavuori_n550,129,43.4,2507,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,d46,185.00,vihtavuori_n135,102,41.0,2495,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,d46,185.00,vihtavuori_n140,112,43.7,2551,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,d46,185.00,vihtavuori_n540,117,43.8,2595,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,d46,185.00,vihtavuori_n150,124,43.8,2641,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,d46,185.00,vihtavuori_n550,129,46.8,2697,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,mega_e415,185.00,vihtavuori_n135,102,39.7,2398,24.000,vihtavuori,large_rifle_generic,12.000,2.657
308_win,0.308,lapua,mega_e415,185.00,vihtavuori_n140,112,43.5,2480,24.000,vihtavuori,large_rifle_generic,12.000,2.657
308_win,0.308,lapua,mega_e415,185.00,vihtavuori_n540,117,45.1,2628,24.000,vihtavuori,large_rifle_generic,12.000,2.657
308_win,0.308,lapua,mega_e415,185.00,vihtavuori_n150,124,45.2,2480,24.000,vihtavuori,large_rifle_generic,12.000,2.657
308_win,0.308,lapua,mega_e415,185.00,vihtavuori_n550,129,47.4,2520,24.000,vihtavuori,large_rifle_generic,12.000,2.657
308_win,0.308,lapua,scenar,185.00,vihtavuori_n140,112,41.5,2552,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,scenar,185.00,vihtavuori_n540,117,42.6,2628,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,scenar,185.00,vihtavuori_n150,124,42.0,2575,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,lapua,scenar,185.00,vihtavuori_n550,129,46.9,2608,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,sierra,hpbt,190.00,vihtavuori_n135,102,37.7,2382,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,sierra,hpbt,190.00,vihtavuori_n140,112,40.0,2448,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,sierra,hpbt,190.00,vihtavuori_n540,117,41.4,2507,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,sierra,hpbt,190.00,vihtavuori_n150,124,41.1,2467,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,sierra,hpbt,190.00,vihtavuori_n550,129,44.3,2546,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,eld_match,195.00,vihtavuori_n140,112,41.5,2431,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,hornady,eld_match,195.00,vihtavuori_n540,117,42.4,2493,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,hornady,eld_match,195.00,vihtavuori_n150,124,42.0,2431,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,hornady,eld_match,195.00,vihtavuori_n550,129,46.8,2552,24.000,vihtavuori,large_rifle_generic,12.000,2.800
308_win,0.308,speer,sp,200.00,vihtavuori_n140,112,41.2,2335,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,speer,sp,200.00,vihtavuori_n150,124,42.2,2344,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,200_20x_hybrid_target,200.20,vihtavuori_n140,112,40.4,2372,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,200_20x_hybrid_target,200.20,vihtavuori_n540,117,41.5,2454,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,200_20x_hybrid_target,200.20,vihtavuori_n150,124,40.3,2388,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,200_20x_hybrid_target,200.20,vihtavuori_n550,129,44.8,2497,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,elite_hunter,205.00,vihtavuori_n140,112,39.4,2316,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,elite_hunter,205.00,vihtavuori_n540,117,41.5,2415,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,elite_hunter,205.00,vihtavuori_n150,124,40.4,2323,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,berger,elite_hunter,205.00,vihtavuori_n550,129,44.4,2457,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,a_max,208.00,vihtavuori_n140,112,38.4,2267,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,a_max,208.00,vihtavuori_n540,117,41.2,2395,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,a_max,208.00,vihtavuori_n150,124,40.1,2293,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,hornady,a_max,208.00,vihtavuori_n550,129,43.8,2418,24.000,vihtavuori,large_rifle_generic,12.000,2.795
308_win,0.308,sako,hammerhead,220.00,vihtavuori_n140,112,39.2,2192,24.000,vihtavuori,large_rifle_generic,12.000,2.776
308_win,0.308,sako,hammerhead,220.00,vihtavuori_n540,117,38.4,2182,24.000,vihtavuori,large_rifle_generic,12.000,2.776
